activity_title,activity_description,package_itinerary_title,package_itinerary_id,day_index,itinerary_index,module_id,city,new_cms_activity_code,match_type
"Nikko, the Beauty of Kegon Waterfall and Chuzenji Lake - Full-Day Tour","Don’t miss this exciting tour from Tokyo to the stunning destination of Nikko, a place rich in history, culture, and natural beauty. With transportation and a local guide included, you’ll enjoy a hassle-free journey as you discover some of Japan’s most breathtaking landscapes. Your adventure begins with departure from the Japanese capital, where your guide will welcome you and explain the day’s itinerary. Upon arrival in Nikko, you’ll have free time to explore the charming city center. Take a stroll across the famous Shinkyo Bridge , known for its scenic beauty and historical significance. After exploring the city center, we’ll head to the iconic Toshogu Shrine, a UNESCO World Heritage Site . Be amazed by the impressive architecture of this shrine, dedicated to Tokugawa Ieyasu, the founder of the Tokugawa shogunate, and admire the intricate carvings and splendor of this important religious site while your guide shares fascinating stories about its history. After this enriching visit, the next stop will be one of Japan’s most beautiful waterfalls . Enjoy free time at Kegon Falls, where you can admire the stunning waterfall from an observation platform. You’ll also have free time to enjoy lunch at a nearby local restaurant, savoring delicious Japanese cuisine. After lunch, continue the journey to Lake Chuzenji , known for its serene beauty and breathtaking views. Enjoy free time at this beautiful lake, where you can walk along its shores, take stunning photos, and connect with nature in a peaceful setting. After a day full of exploration and wonder, we’ll begin the return journey to the capital. This tour offers the perfect opportunity to escape the hustle and bustle of the city and explore the beauty and history that Nikko has to offer. Don’t miss the chance to experience this unique adventure! Important information Please note that the itinerary and schedule are subject to change for reasons beyond our control, such as traffic, weather, local events or other operational circumstances, but we will do our best to ensure that the tour is completed in its entirety.",Essence Of Japan,68e660e06d75b94945ca5ddb,8,1,E-E10-25SYLI0016,Tokyo, TRA_57809,Similar
Mount Fuji and Hakone Full-Day Tour (Return by Shinkansen),"Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",Japan Family Quest,68e660e06d75b94945ca5de4,3,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
Kyoto Gion Night -Small Group Walking Tour,"Ever wanted to spontaneously book a tour on the same day you take it? This short guided walking tour will have you experiencing the Gion night scene in just three hours! This is perfect if you only have a couple of hours to spare. Enjoy the enchanting nightlife of Gion, Kyoto's historic geisha district . As the sun sets, the streets come to life with beautifully illuminated lanterns, elegant restaurants, charming bars, and traditional teahouses. Wander around the traditional backstreets, visit offbeat temples and shrines, and may even get to catch a glimpse of a geiko or maiko (apprentice geiko) on their way to entertain guests (not guaranteed). Go on this guided walking tour with a friendly and knowledgeable guide who will help you explore Hanamikoji Street (one of the best-preserved historic streets), Yasaka Shrine (also known as Gion Shrine), and more. Learn about the rich history, architecture, and customs of the area, and gain a deeper understanding of Japan's culture and traditions. End point: Sanjo Ohashi Bridge",Japan Family Quest,68e660e06d75b94945ca5de4,5,3,E-E10-A1NSNO0788,Kyoto,320011,New Activity
Kyoto in One Day - Tour,"This is a popular tour visiting the renowned sights of Kyoto including several World Heritage sites. On this tour you will be accompanied by an English speaking guide. This tour consists of a visit to Nijo Castle, Kinkaku-ji Temple, Kyoto Imperial Palace, Fushimi Inari Taisha Shrine, Sanjusangendo Temple, and Kiyomizu-dera Temple. This tour will take you to famous temples, a shrine, a castle, and other majestic places of interest in Kyoto. Nijō Castle - A flatland castle in Kyoto built in 1603 and consists of two concentric rings. The grounds house a renowned Japanese landscape garden, the Ninomaru Palace Garden Kinkaku-ji Temple - Listed as a World Heritage Site by UNESCO in 1994, it was named Kinaku-Ji, meaning 'Temple of the Golden Pavilion', because of the famous Golden Pavilion, which was actually a pagoda built to house the sacred relics of Buddha. Kyoto Imperial Palace - The palace, known historically as Dairi, was the residence of the Emperor and the establishment dates back to the year 794 during the Heian-kyo Relocation. Kitano Tenmangū (if Kyoto Imperial Palace is closed) - The Kitano Tenmangu Shrine is a shrine built in the northwest section of Kyoto over 1000 years ago and was built during 947AD by the emperor of the time in honour of Sugawara no Michizane. Fushimi Inari Taisha - Dedicated to Inari, the deity of a good harvest and success in business, Fushimi Inari Taisha is the head of all of Japan's Inari shrines Sanjusangen-do Temple - It is located in the Higashiyama district of Kyoto, it houses a representation of what is immortal. Particularly impressive is its collection of 1001 statues. Kiyomizu-dera Temple - Halfway up Mt. Otowa, one of the peaks in Kyoto’s Higashiyama mountain range, stands the temple, to which large numbers of visitors come to pay their respects to Kannon, a deity of great mercy and compassion. This tour is recommended for those traveling to Kyoto for the first time. After the tour, participants will be dropped off again in Avanti (across from Kyoto Station Hachijo Exit). Important information The Kyoto Imperial Palace is closed to visitors on the following days: Mondays (it is also closed on the following day if Monday is a national holiday) and whenever there is an Imperial Household event, so the tour will visit Kitano Tenmangu Shrine instead. If the closed day falls on the 25th, the tour will visit Nishi Hongan-ji Temple. Nijo Castle is closed on Tuesdays in January, July, August, and December. (It will also be closed on the following day if Tuesday is a national holiday). If closed, Ryoan-ji Temple will be visited instead. Participants will need to walk from the parking lot to Fushimi Inari Taisha Shrine (about 15 minutes one-way). The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Japan Family Quest,68e660e06d75b94945ca5de4,6,1,E-E10-JP-KIXJ3,Kyoto, TRA_57829,Similar
"Nara Afternoon Tour: Todai-ji Temple, Nara Park and Kasuga Taisha Shrine","Come and enjoy this authentic experience where you get to visit two World Heritage Sites in Nara, Todai-ji Temple and Kasuga Taisha Shrine, as well as Nara Park on this half-day afternoon tour. As we walk through Nara Park you will get to see wild deer up close, a rarity in Japan and elsewhere in the world. You will be accompanied by an English-speaking guide and after the tour, will be dropped off in Avanti (across from Kyoto Station Hachijo Exit). Todai-ji Temple - It was the chief temple in the Kokubun-ji system, it was a centre for rituals for the peace of the nation and the prosperity of the people, it was also used as a centre for the training of scholar monks who studied Buddhist doctrine. See t he intensity of Todai-ji Temple's Great Buddha statue, which is absolutely stunning. Kasuga Taisha Shrine - It is a distinguished shrine with 3,000 auxiliary shrines across the country and 3,000 donated lanterns, demonstrating how widely and deeply worshipped the shrine is. Just like in ancient times, services are offered every morning and evening, and prayers are offered for national and global peace, and for the happiness and wellbeing of all people. Important Information Participants will need to walk from the parking lot to Todai-ji Temple (about 15 min one-way). Please let us know at the time of booking if you require crutches or a wheelchair, or have a chronic illness that make it difficult to walk long distances. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Japan Family Quest,68e660e06d75b94945ca5de4,7,1,E-E10-JP-KIXJ11,Kyoto,489377,Similar
Discover Osaka City - Full-Day Private Tour,"Embark on a full-day private tour of Osaka, a vibrant city known for its modern architecture, rich history, and lively entertainment districts. This comprehensive journey will take you to some of Osaka's most iconic landmarks, offering an immersive experience of the city's diverse offerings. Your knowledgeable guide will meet you at your designated location, whether it's your hotel or a specific meeting point. They will accompany you throughout the day, providing valuable insights and ensuring a personalized and memorable experience. You'll delve into Osaka's iconic landmarks, from the historic Osaka Castle to the bustling streets of Dotonbori. Discover hidden gems and local insights, savour authentic cuisine at renowned eateries, and immerse yourself in the vibrant atmosphere of this dynamic city. With personalized attention and flexible itinerary options, our Full Day Osaka Private Tour ensures a memorable and enlightening experience catered to your interests and preferences. Osaka Castle magnificent historical landmark that symbolizes the city's rich past. Explore the castle grounds and learn about its history and significance. Ascend to the castle's observation deck for panoramic views of Osaka's skyline. Nipponbashi vibrant shopping district known for its electronics, anime, and otaku culture. Browse through a variety of stores offering gadgets, manga, anime merchandise, and other pop culture items. Immerse yourself in the bustling atmosphere of this lively district. America-mura or Dotonbori two popular entertainment districts in Osaka. America-mura, also known as Amerikamura, is a trendy area known for its youthful vibe, street fashion, and hip shops. Dotonbori, on the other hand, is a vibrant and iconic neighbourhood renowned for its neon lights, bustling restaurants, and entertainment venues. Enjoy the lively atmosphere, sample local street food, and soak in the energetic ambience. Kuchu Teien also known as the Floating Garden Observatory. Located atop the Umeda Sky Building, this observation deck provides stunning panoramic views of Osaka's skyline. Marvel at the breathtaking vistas and take memorable photos as you appreciate the city's modern architecture and urban landscape.",Japan Family Quest,68e660e06d75b94945ca5de4,10,1,E-E10-A1NSNO0810,Osaka,546327,Similar
"Nara Afternoon Tour: Todai-ji Temple, Nara Park and Kasuga Taisha Shrine","Come and enjoy this authentic experience where you get to visit two World Heritage Sites in Nara, Todai-ji Temple and Kasuga Taisha Shrine, as well as Nara Park on this half-day afternoon tour. As we walk through Nara Park you will get to see wild deer up close, a rarity in Japan and elsewhere in the world. You will be accompanied by an English-speaking guide and after the tour, will be dropped off in Avanti (across from Kyoto Station Hachijo Exit). Todai-ji Temple - It was the chief temple in the Kokubun-ji system, it was a centre for rituals for the peace of the nation and the prosperity of the people, it was also used as a centre for the training of scholar monks who studied Buddhist doctrine. See t he intensity of Todai-ji Temple's Great Buddha statue, which is absolutely stunning. Kasuga Taisha Shrine - It is a distinguished shrine with 3,000 auxiliary shrines across the country and 3,000 donated lanterns, demonstrating how widely and deeply worshipped the shrine is. Just like in ancient times, services are offered every morning and evening, and prayers are offered for national and global peace, and for the happiness and wellbeing of all people. Important Information Participants will need to walk from the parking lot to Todai-ji Temple (about 15 min one-way). Please let us know at the time of booking if you require crutches or a wheelchair, or have a chronic illness that make it difficult to walk long distances. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Japan With The Crew,68e660e06d75b94945ca5de5,3,1,E-E10-JP-KIXJ11,Osaka,489377,Similar
Mount Fuji and Hakone Full-Day Tour (Return by Shinkansen),"Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",A Japenese Love Story,68e660e06d75b94945ca5dce,3,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
Kyoto Gion Night -Small Group Walking Tour,"Ever wanted to spontaneously book a tour on the same day you take it? This short guided walking tour will have you experiencing the Gion night scene in just three hours! This is perfect if you only have a couple of hours to spare. Enjoy the enchanting nightlife of Gion, Kyoto's historic geisha district . As the sun sets, the streets come to life with beautifully illuminated lanterns, elegant restaurants, charming bars, and traditional teahouses. Wander around the traditional backstreets, visit offbeat temples and shrines, and may even get to catch a glimpse of a geiko or maiko (apprentice geiko) on their way to entertain guests (not guaranteed). Go on this guided walking tour with a friendly and knowledgeable guide who will help you explore Hanamikoji Street (one of the best-preserved historic streets), Yasaka Shrine (also known as Gion Shrine), and more. Learn about the rich history, architecture, and customs of the area, and gain a deeper understanding of Japan's culture and traditions. End point: Sanjo Ohashi Bridge",A Japenese Love Story,68e660e06d75b94945ca5dce,5,3,E-E10-A1NSNO0788,Kyoto,320011,New Activity
Kyoto in One Day - Tour,"This is a popular tour visiting the renowned sights of Kyoto including several World Heritage sites. On this tour you will be accompanied by an English speaking guide. This tour consists of a visit to Nijo Castle, Kinkaku-ji Temple, Kyoto Imperial Palace, Fushimi Inari Taisha Shrine, Sanjusangendo Temple, and Kiyomizu-dera Temple. This tour will take you to famous temples, a shrine, a castle, and other majestic places of interest in Kyoto. Nijō Castle - A flatland castle in Kyoto built in 1603 and consists of two concentric rings. The grounds house a renowned Japanese landscape garden, the Ninomaru Palace Garden Kinkaku-ji Temple - Listed as a World Heritage Site by UNESCO in 1994, it was named Kinaku-Ji, meaning 'Temple of the Golden Pavilion', because of the famous Golden Pavilion, which was actually a pagoda built to house the sacred relics of Buddha. Kyoto Imperial Palace - The palace, known historically as Dairi, was the residence of the Emperor and the establishment dates back to the year 794 during the Heian-kyo Relocation. Kitano Tenmangū (if Kyoto Imperial Palace is closed) - The Kitano Tenmangu Shrine is a shrine built in the northwest section of Kyoto over 1000 years ago and was built during 947AD by the emperor of the time in honour of Sugawara no Michizane. Fushimi Inari Taisha - Dedicated to Inari, the deity of a good harvest and success in business, Fushimi Inari Taisha is the head of all of Japan's Inari shrines Sanjusangen-do Temple - It is located in the Higashiyama district of Kyoto, it houses a representation of what is immortal. Particularly impressive is its collection of 1001 statues. Kiyomizu-dera Temple - Halfway up Mt. Otowa, one of the peaks in Kyoto’s Higashiyama mountain range, stands the temple, to which large numbers of visitors come to pay their respects to Kannon, a deity of great mercy and compassion. This tour is recommended for those traveling to Kyoto for the first time. After the tour, participants will be dropped off again in Avanti (across from Kyoto Station Hachijo Exit). Important information The Kyoto Imperial Palace is closed to visitors on the following days: Mondays (it is also closed on the following day if Monday is a national holiday) and whenever there is an Imperial Household event, so the tour will visit Kitano Tenmangu Shrine instead. If the closed day falls on the 25th, the tour will visit Nishi Hongan-ji Temple. Nijo Castle is closed on Tuesdays in January, July, August, and December. (It will also be closed on the following day if Tuesday is a national holiday). If closed, Ryoan-ji Temple will be visited instead. Participants will need to walk from the parking lot to Fushimi Inari Taisha Shrine (about 15 minutes one-way). The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",A Japenese Love Story,68e660e06d75b94945ca5dce,6,1,E-E10-JP-KIXJ3,Kyoto, TRA_57829,Similar
"Nara Afternoon Tour: Todai-ji Temple, Nara Park and Kasuga Taisha Shrine","Come and enjoy this authentic experience where you get to visit two World Heritage Sites in Nara, Todai-ji Temple and Kasuga Taisha Shrine, as well as Nara Park on this half-day afternoon tour. As we walk through Nara Park you will get to see wild deer up close, a rarity in Japan and elsewhere in the world. You will be accompanied by an English-speaking guide and after the tour, will be dropped off in Avanti (across from Kyoto Station Hachijo Exit). Todai-ji Temple - It was the chief temple in the Kokubun-ji system, it was a centre for rituals for the peace of the nation and the prosperity of the people, it was also used as a centre for the training of scholar monks who studied Buddhist doctrine. See t he intensity of Todai-ji Temple's Great Buddha statue, which is absolutely stunning. Kasuga Taisha Shrine - It is a distinguished shrine with 3,000 auxiliary shrines across the country and 3,000 donated lanterns, demonstrating how widely and deeply worshipped the shrine is. Just like in ancient times, services are offered every morning and evening, and prayers are offered for national and global peace, and for the happiness and wellbeing of all people. Important Information Participants will need to walk from the parking lot to Todai-ji Temple (about 15 min one-way). Please let us know at the time of booking if you require crutches or a wheelchair, or have a chronic illness that make it difficult to walk long distances. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",A Japenese Love Story,68e660e06d75b94945ca5dce,7,1,E-E10-JP-KIXJ11,Kyoto,489377,Similar
Discover Osaka City - Full-Day Private Tour,"Embark on a full-day private tour of Osaka, a vibrant city known for its modern architecture, rich history, and lively entertainment districts. This comprehensive journey will take you to some of Osaka's most iconic landmarks, offering an immersive experience of the city's diverse offerings. Your knowledgeable guide will meet you at your designated location, whether it's your hotel or a specific meeting point. They will accompany you throughout the day, providing valuable insights and ensuring a personalized and memorable experience. You'll delve into Osaka's iconic landmarks, from the historic Osaka Castle to the bustling streets of Dotonbori. Discover hidden gems and local insights, savour authentic cuisine at renowned eateries, and immerse yourself in the vibrant atmosphere of this dynamic city. With personalized attention and flexible itinerary options, our Full Day Osaka Private Tour ensures a memorable and enlightening experience catered to your interests and preferences. Osaka Castle magnificent historical landmark that symbolizes the city's rich past. Explore the castle grounds and learn about its history and significance. Ascend to the castle's observation deck for panoramic views of Osaka's skyline. Nipponbashi vibrant shopping district known for its electronics, anime, and otaku culture. Browse through a variety of stores offering gadgets, manga, anime merchandise, and other pop culture items. Immerse yourself in the bustling atmosphere of this lively district. America-mura or Dotonbori two popular entertainment districts in Osaka. America-mura, also known as Amerikamura, is a trendy area known for its youthful vibe, street fashion, and hip shops. Dotonbori, on the other hand, is a vibrant and iconic neighbourhood renowned for its neon lights, bustling restaurants, and entertainment venues. Enjoy the lively atmosphere, sample local street food, and soak in the energetic ambience. Kuchu Teien also known as the Floating Garden Observatory. Located atop the Umeda Sky Building, this observation deck provides stunning panoramic views of Osaka's skyline. Marvel at the breathtaking vistas and take memorable photos as you appreciate the city's modern architecture and urban landscape.",The Japan Journey,68e660e06d75b94945ca5df6,2,1,E-E10-A1NSNO0810,Osaka,546327,Similar
"Nara Afternoon Tour: Todai-ji Temple, Nara Park and Kasuga Taisha Shrine","Come and enjoy this authentic experience where you get to visit two World Heritage Sites in Nara, Todai-ji Temple and Kasuga Taisha Shrine, as well as Nara Park on this half-day afternoon tour. As we walk through Nara Park you will get to see wild deer up close, a rarity in Japan and elsewhere in the world. You will be accompanied by an English-speaking guide and after the tour, will be dropped off in Avanti (across from Kyoto Station Hachijo Exit). Todai-ji Temple - It was the chief temple in the Kokubun-ji system, it was a centre for rituals for the peace of the nation and the prosperity of the people, it was also used as a centre for the training of scholar monks who studied Buddhist doctrine. See t he intensity of Todai-ji Temple's Great Buddha statue, which is absolutely stunning. Kasuga Taisha Shrine - It is a distinguished shrine with 3,000 auxiliary shrines across the country and 3,000 donated lanterns, demonstrating how widely and deeply worshipped the shrine is. Just like in ancient times, services are offered every morning and evening, and prayers are offered for national and global peace, and for the happiness and wellbeing of all people. Important Information Participants will need to walk from the parking lot to Todai-ji Temple (about 15 min one-way). Please let us know at the time of booking if you require crutches or a wheelchair, or have a chronic illness that make it difficult to walk long distances. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",The Japan Journey,68e660e06d75b94945ca5df6,5,1,E-E10-JP-KIXJ11,Kyoto,489377,Similar
Kyoto’s Natural Wonder: Arashiyama Bamboo Grove Tour,"Ever wanted to spontaneously book a same-day tour ? This compact 3-hour walking experience takes you through the culturally rich Arashiyama district , including a visit to the stunning and highly Instagrammable Sagano Bamboo Forest —all in just a few hours! It’s the perfect option for travelers short on time , and with multiple start times available , you can choose one that best fits your schedule. The Arashiyama district is a scenic and tranquil area on the outskirts of Kyoto. Famous for its picturesque bamboo groves , breathtaking mountain views , and historic temples and shrines , it’s an ideal destination for those seeking to immerse themselves in the charm of Japan’s countryside . Join a guided tour led by a friendly and knowledgeable local expert , who will take you through the majestic Bamboo Forest , the sacred Tenryuji Temple , the iconic Togetsukyo Bridge , and the vibrant Kimono Forest . Along the way, you’ll learn about local customs and traditions and gain a deeper appreciation for the region’s natural beauty as you take in the captivating landscapes .",The Japan Journey,68e660e06d75b94945ca5df6,5,2,E-E10-25NASI0071,Kyoto,320011,Similar
Mount Fuji and Hakone Full-Day Tour (Return by Shinkansen),"Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",The Japan Journey,68e660e06d75b94945ca5df6,8,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
TeamLab Planets TOKYO DMM - Ticket,"TeamLab Planets is a unique museum where visitors can immerse themselves in a world of water and flowers. The museum offers a unique experience where visitors can walk through the water and become one with the flowers. This is a world-class digital art museum where digital art meets reality in a captivating fusion of technology and imagination. The museum offers a range of immersive installations, mesmerizing light displays, and interactive artworks that transcend conventional boundaries. The exhibition features four expansive exhibition spaces and two gardens . By immersing the entire body in these immersive artworks, the boundary between the body and the artwork is dissolved, the boundaries between the self, others, and the world become continuous, and a new relationship without boundaries between ourselves and the world is explored. Please enter the exhibition barefoot, immerse your body in the artwork spaces, and become one with the world.",Tokyo & Kyoto Discovery,68e660e06d75b94945ca5dfb,3,1,E-E10-A1NSNO0865,Tokyo,A1,Similar
"Explore Gion, the Iconic Geisha District - Private Walking Tour ","The life of a geisha is shrouded in secrecy, but you’ll be offered a rare glimpse into this ‘Floating World’ as you explore Gion with one of our hosts. Visit the famous Pontocho Alley; a narrow passageway lined with bars, restaurants, and traditional tea houses. You’ll also explore the scenic streets of Shimbashi. Enjoy this ethereal evening with your host, as you travel back in time together (figuratively, of course). Within 24 hours after booking you'll receive a short questionnaire about your personality and interests. Based on your responses, you'll be assigned a like-minded host. Your host will communicate with you directly to suggest an itinerary to help you discover what makes the city unique. You'll also agree on a meeting time and place. Your itinerary is flexible, so during the experience, you can always change your mind about what you want to do.",Tokyo & Kyoto Discovery,68e660e06d75b94945ca5dfb,4,2,E-E10-A1MLNO1762,Kyoto,A6,New Activity
Kyoto’s Natural Wonder: Arashiyama Bamboo Grove Tour,"Ever wanted to spontaneously book a same-day tour ? This compact 3-hour walking experience takes you through the culturally rich Arashiyama district , including a visit to the stunning and highly Instagrammable Sagano Bamboo Forest —all in just a few hours! It’s the perfect option for travelers short on time , and with multiple start times available , you can choose one that best fits your schedule. The Arashiyama district is a scenic and tranquil area on the outskirts of Kyoto. Famous for its picturesque bamboo groves , breathtaking mountain views , and historic temples and shrines , it’s an ideal destination for those seeking to immerse themselves in the charm of Japan’s countryside . Join a guided tour led by a friendly and knowledgeable local expert , who will take you through the majestic Bamboo Forest , the sacred Tenryuji Temple , the iconic Togetsukyo Bridge , and the vibrant Kimono Forest . Along the way, you’ll learn about local customs and traditions and gain a deeper appreciation for the region’s natural beauty as you take in the captivating landscapes .",Tokyo & Kyoto Discovery,68e660e06d75b94945ca5dfb,5,1,E-E10-25NASI0071,Kyoto,320011,Similar
